,userId,recsys_id,rating
898,7,11092,4.0
899,7,24750,3.0
900,7,22915,1.0
901,7,27419,3.0
902,7,31478,4.0
903,7,13853,3.0
904,7,655,2.0
905,7,35244,3.0
906,7,19144,5.0
907,8,11781,3.0
908,8,9803,3.0
909,8,23845,4.0
910,8,8515,3.0
911,8,20089,3.0
912,8,18417,4.0
913,8,19030,4.0
914,8,5976,4.0
915,8,8463,3.0
917,8,3717,5.0
918,8,26120,4.0
919,8,20687,3.0
920,8,24705,3.0
921,8,18611,3.0
922,8,26001,3.0
923,8,26459,2.0
924,8,14409,3.0
925,8,13944,3.0
926,8,15153,4.0
927,8,9376,4.0
929,8,26122,4.0
931,8,26107,4.0
932,8,22101,4.0
933,8,19315,3.0
934,8,17882,1.0
935,8,14623,4.0
936,8,18330,3.0
937,8,10299,3.0
939,10,32074,5.0
940,10,32431,3.0
941,10,23100,4.0
943,10,32857,5.0
944,10,27125,4.0
945,10,6770,5.0
946,10,16746,4.0
948,10,12976,3.0
949,10,26120,5.0
950,10,22194,5.0
951,10,24843,4.0
952,10,4801,4.0
954,10,24253,5.0
955,10,24740,3.0
956,10,3894,4.0
957,10,20006,5.0
958,10,1028,4.0
959,10,25108,3.0
960,10,25529,5.0
961,10,3153,5.0
962,10,9729,5.0
963,10,14502,4.0
964,10,11099,4.0
965,10,33389,4.0
966,10,8501,5.0
967,10,17992,4.0
968,10,4510,5.0
969,10,33051,4.0
970,10,22831,5.0
971,10,20236,5.0
972,10,25622,5.0
973,10,5287,5.0
974,10,17611,4.0
975,10,23528,5.0
976,10,34266,5.0
977,10,5968,5.0
978,10,35190,5.0
979,10,31790,4.0
980,10,3615,4.0
981,10,8698,4.0
983,10,10109,3.0
984,10,23069,5.0
985,10,8388,2.0
986,10,6791,3.0
987,10,11292,5.0
988,10,14581,4.0
989,10,18827,4.0
991,10,26444,4.0
992,10,20688,5.0
993,10,26121,5.0
995,10,4489,5.0
996,10,34245,5.0
997,10,92,4.0
998,10,31808,4.0
999,10,11547,5.0
1000,10,22365,5.0
1001,10,11614,4.0
1002,10,1389,4.0
1003,10,1883,5.0
1004,10,26297,5.0
1005,10,27264,3.0
1006,10,17723,5.0
1007,10,11603,4.0
1008,10,20031,4.0
1009,10,2728,2.0
1010,10,24927,5.0
1011,10,1015,5.0
1012,10,9684,5.0
1013,10,3626,5.0
1014,10,31508,5.0
1016,10,14623,3.0
1017,10,2438,2.0
1018,10,12556,3.0
1019,10,13639,4.0
1020,10,5585,2.0
1021,10,1696,3.0
1022,10,11528,3.0
1023,10,3608,5.0
1024,10,19113,4.0
1025,10,18383,4.0
1026,10,10591,4.0
1027,10,5528,4.0
1028,10,18308,5.0
1029,10,14967,5.0
1030,10,15924,5.0
1031,10,21568,5.0
1033,10,16906,4.0
1034,10,33513,4.0
1035,10,26398,5.0
1036,10,1966,4.0
1037,10,30261,4.0
1040,10,22221,4.0
1041,10,24764,4.0
1042,10,27085,4.0
1043,10,9533,2.0
1044,10,11136,4.0
1045,10,14212,5.0
1046,10,6677,5.0
1047,10,33987,5.0
1048,10,10981,5.0
1050,10,18858,4.0
1051,10,35351,4.0
1052,10,25400,4.0
1053,10,34383,3.0
1054,10,31846,5.0
1055,10,7339,3.0
1056,10,17580,3.0
1057,10,33529,3.0
1058,10,13244,3.0
1059,10,16170,4.0
1060,11,21880,3.0
1061,11,5302,3.0
1062,11,24253,4.0
1063,11,20688,4.0
1064,11,9684,4.0
1065,11,5585,4.0
1066,11,31924,3.0
1067,11,33623,3.0
1068,11,7612,3.0
1069,11,12948,2.0
1070,11,19282,3.0
1071,11,20475,4.0
1072,11,991,3.0
1073,11,8262,4.0
1074,11,18615,3.0
1076,11,18816,4.0
1077,11,16909,5.0
1078,11,9305,5.0
1079,12,31796,3.0
1080,12,21880,3.0
1081,12,4585,3.0
1082,12,20052,3.0
1083,12,21725,2.0
1084,12,21814,4.0
1085,12,6791,2.0
1086,12,11659,3.0
1087,12,5585,2.0
1088,12,16433,3.0
1089,12,2643,2.0
1090,12,25963,2.0
1091,12,19282,2.0
1092,12,9161,3.0
1093,12,23538,3.0
1094,12,20475,4.0
1095,12,23491,2.0
1096,12,1297,3.0
1097,13,32631,5.0
1098,13,3695,4.0
1099,13,29225,4.0
1101,13,9080,3.0
1102,13,9263,5.0
1103,13,16847,5.0
1104,13,26455,3.0
1105,13,28185,4.0
1106,13,25283,4.0
1107,13,21396,5.0
1108,13,6760,3.0
1109,13,19450,5.0
1110,13,23738,4.0
1111,13,4433,4.0
1112,13,31707,4.0
1113,13,2650,3.0
1114,13,9757,4.0
1115,13,17394,5.0
1116,13,5423,4.0
1117,14,32074,5.0
1118,14,14947,4.0
1119,14,4483,4.0
1120,14,22402,4.0
1121,14,24843,4.0
1122,14,10389,4.0
1123,14,14991,5.0
1124,14,24253,4.0
1125,14,1028,4.0
1126,14,25108,4.0
1127,14,11365,4.0
1129,14,92,4.0
1130,14,2641,4.0
1131,14,11668,4.0
1132,14,16991,3.0
1133,14,32322,4.0
1134,14,11528,4.0
1135,14,11380,3.0
1136,14,19113,4.0
1137,14,2139,4.0
1138,14,24160,5.0
1139,14,14967,4.0
1141,14,36,4.0
1142,14,14071,3.0
1143,14,1449,4.0
1144,14,9947,5.0
1145,14,23421,4.0
1146,14,32075,4.0
1147,14,11707,5.0
1148,14,11275,4.0
1149,14,34475,4.0
1150,14,18185,4.0
1151,14,25013,5.0
1152,14,14992,4.0
1153,14,18816,5.0
1154,14,20428,4.0
1156,14,16907,3.0
1157,14,3146,4.0
1158,14,13615,4.0
1159,14,25918,4.0
1160,14,24553,4.0
1161,14,16909,4.0
1162,14,21646,4.0
1163,14,5984,4.0
1164,14,4705,4.0
1165,14,10022,5.0
1166,14,13271,3.0
1167,14,21746,4.0
1169,14,4905,4.0
1170,14,9305,4.0
1171,14,32287,4.0
1173,14,25014,4.0
1174,14,9582,4.0
1175,14,17818,4.0
1176,14,24837,3.0
1177,14,13940,5.0
1179,14,6606,4.0
1180,14,2993,4.0
1181,14,35345,3.0
1182,14,5682,3.0
1183,14,22184,4.0
1184,14,32872,4.0
1185,14,5272,4.0
1186,14,22460,4.0
1187,14,7740,4.0
1188,14,22153,4.0
1189,14,22768,4.0
1190,14,20354,3.0
1191,14,21742,3.0
1192,14,32136,3.0
1194,14,7123,5.0
1195,14,14218,4.0
1196,14,15787,3.0
1197,14,33385,4.0
1198,14,25425,5.0
1199,14,4235,4.0
1200,14,34592,4.0
1201,14,13991,5.0
1202,14,32802,4.0
1203,14,8968,4.0
1204,14,17914,4.0
1206,14,3941,3.0
1207,14,24897,4.0
1208,14,13235,5.0
1209,14,22223,3.0
1210,14,32076,5.0
1211,14,7818,5.0
1212,14,13925,5.0
1213,14,25565,4.0
1214,14,3854,4.0
1215,14,29279,4.0
1216,14,27042,4.0
1218,14,16603,4.0
1219,14,32268,5.0
1220,14,4848,4.0
1221,14,23294,3.0
1223,14,21745,3.0
1224,14,18386,5.0
1225,14,12048,3.0
1226,14,2729,3.0
1227,14,32139,3.0
1228,14,13009,3.0
1229,14,5273,3.0
1230,14,10633,3.0
1231,14,2487,4.0
1233,14,820,3.0
1234,14,33419,3.0
1235,14,7122,5.0
1237,14,1523,3.0
1238,14,18217,3.0
1239,14,4475,4.0
1240,14,31815,4.0
1242,14,14438,3.0
1244,14,27158,4.0
1245,14,1413,3.0
1246,14,13616,3.0
1248,14,33494,3.0
1250,14,2115,4.0
1251,14,34411,4.0
1252,14,25145,4.0
1253,14,16533,4.0
1255,14,8184,4.0
1256,14,28136,4.0
1257,14,28920,3.0
1258,14,9746,3.0
1259,14,20330,4.0
1260,14,17655,3.0
1261,14,18812,4.0
1262,14,34390,4.0
1263,14,7819,4.0
1264,14,29529,3.0
1265,14,35067,4.0
1266,14,29084,4.0
1267,14,10694,4.0
1268,14,31282,4.0
1269,14,29460,4.0
1271,14,28825,4.0
1272,14,14101,5.0
1273,14,13236,4.0
1274,14,33908,5.0
1275,14,11791,4.0
1276,14,22112,4.0
1277,14,3601,5.0
1278,14,29116,4.0
1279,14,34105,5.0
1280,14,14996,4.0
1281,14,17396,3.0
1282,14,7444,4.0
1283,14,14049,4.0
1286,14,25983,4.0
1287,14,34938,5.0
1291,15,32074,4.0
1292,15,10662,2.0
1293,15,19803,3.0
1294,15,22402,5.0
1295,15,24843,4.0
1296,15,10389,5.0
1297,15,16663,4.0
1298,15,14991,4.0
1299,15,24253,4.0
1300,15,25108,4.0
1301,15,18611,4.0
1302,15,25832,4.0
1303,15,23471,2.0
1304,15,33389,5.0
1305,15,32119,5.0
1306,15,13944,4.0
1307,15,11365,5.0
1308,15,23069,5.0
1309,15,18827,5.0
1310,15,20688,3.0
1311,15,32808,3.0
1312,15,22231,2.0
1313,15,35046,5.0
1314,15,92,5.0
1315,15,2010,4.0
1316,15,1104,2.0
1318,15,1389,5.0
1319,15,29681,5.0
1320,15,3167,5.0
1321,15,2438,5.0
1322,15,11528,4.0
1323,15,21645,5.0
1324,15,22663,5.0
1325,15,11367,5.0
1326,15,24160,5.0
1327,15,1483,5.0
1328,15,24764,5.0
1329,15,21333,4.0
1330,15,18002,5.0
1331,15,2439,5.0
1332,15,25284,3.0
1333,15,1449,5.0
1334,15,9947,5.0
1335,15,3280,4.0
1336,15,14060,4.0
1337,15,32075,4.0
1338,15,11707,4.0
1339,15,8963,5.0
1340,15,4299,4.0
1341,15,31128,5.0
1342,15,11275,5.0
1344,15,21356,3.0
1345,15,22568,4.0
1347,15,18185,5.0
1348,15,32118,4.0
1349,15,12203,5.0
1350,15,20428,3.0
1352,15,16907,5.0
1353,15,1078,4.0
